UID,Date,Ticker,Sentiment,Reason
2414,2015-04-07,SBUX,Neutral,The news mentions Starbucks as part of the consumer services sector without any specific performance or impact details.
2415,2015-04-07,SBUX,Bullish,"Starbucks' $250 million investment in a tuition program for employees reflects a strong commitment to employee welfare, enhancing its corporate image."
2416,2015-04-07,EBAY,Bullish,"The spin-off of PayPal from eBay is described as unleashing a powerful growth firm with 20% annual growth, indicating significant upside for investors."
2417,2015-04-07,TXN,Slightly Bullish,"Texas Instruments is considered the better dividend stock compared to Intel, suggesting a slight positive outlook for income-focused investors."
2418,2015-04-07,COST,Bearish,"The end of Costco's exclusive deal with AmEx, which accounted for significant loans and cards in use, represents a notable negative impact on its business."
2419,2015-04-07,CMCSA,Neutral,The news discusses Google Fiber's impact on internet service pricing without a direct positive or negative effect on Comcast's core business.
2420,2015-04-07,BMRN,Bullish,"Biomarin is highlighted for attracting attention in a consolidating industry, contributing to the strong performance of a midcap growth fund."
2421,2015-04-07,QCOM,Neutral,The news focuses on Intel's mobile strategy without providing a direct positive or negative impact on Qualcomm.
2422,2015-04-07,TCOM,Strongly Bullish,"Ctrip.com's stock soared 30% in March, reflecting a major positive catalyst and significant investor confidence."
2423,2015-04-07,MNST,Neutral,The news mentions Monster Beverage as a better-ranked stock in the sector but lacks specific performance details or catalysts.
2424,2015-04-07,CTSH,Slightly Bearish,"The news highlights increasing competition for Cognizant, which may dampen its growth prospects."
2425,2015-04-07,BIIB,Bullish,"Biogen is favored by a top mutual fund manager for its potential to improve shareholder value, indicating positive sentiment."
2426,2015-04-07,CMCSA,Strongly Bullish,"Comcast's Universal Pictures achieved a record-high box-office collection with 'Furious 7', marking a major positive catalyst."
2427,2015-04-07,SWKS,Bullish,"Skyworks Solutions moved up in analyst rankings and shows a significant year-to-date stock price gain of 34.1%, indicating strong positive sentiment."
2428,2015-04-07,EXC,Slightly Bullish,"Exelon's stock advanced by 1.4%, reflecting a slight positive movement in the utilities sector."
2429,2015-04-07,QCOM,Slightly Bearish,The news indicates a legal setback for Qualcomm as NVIDIA gains favorable claim constructions in a patent dispute.
2430,2015-04-07,PCAR,Neutral,The news mentions PACCAR as a better-ranked auto stock but provides no specific performance details or catalysts.
2431,2015-04-08,COST,Neutral,"The news item mentions Costco in a neutral context, comparing bulk buying options without a clear positive or negative tone toward the company."
2432,2015-04-08,AMGN,Neutral,"The summary lists Amgen among companies with pipeline and regulatory updates, but lacks specific positive or negative details about its performance or outlook."
2433,2015-04-08,SWKS,Neutral,"The news item discusses Internet of Things investments but does not mention Skyworks Solutions (SWKS) specifically, resulting in no directional sentiment."
2434,2015-04-08,ADI,Neutral,"The summary mentions Analog Devices as a better-ranked technology stock, but lacks specific positive or negative catalysts directly tied to the company."
2435,2015-04-08,CMCSA,Neutral,"The discussion about Google Fiber does not provide any specific positive or negative information about Comcast, resulting in a neutral sentiment."
2436,2015-04-08,CMCSA,Bullish,"The news highlights Comcast's Universal Pictures breaking box-office records with 'Furious 7,' indicating a strong positive performance for the company."
2437,2015-04-08,EXC,Slightly Bearish,"The news mentions a dividend payout for Exelon but notes a slight decline in common shares, suggesting minor downside pressure."
2438,2015-04-08,COST,Slightly Bullish,"The news highlights Costco as a job creator in the retail sector, suggesting a slightly positive outlook for the company."
2439,2015-04-08,ODFL,Slightly Bearish,"The news reports Old Dominion Freight Line crossing below its 200-day moving average, indicating potential downside momentum."
2440,2015-04-08,GILD,Bullish,"The news highlights Gilead's submission of a new drug application for an HIV treatment, indicating a positive regulatory development."
2441,2015-04-08,CTSH,Slightly Bullish,"The news mentions Cognizant as a highly-rated member of a strong group, suggesting a slightly positive outlook for the company."
2442,2015-04-08,MU,Slightly Bearish,"The news reports a slight decline in Micron's stock price in pre-market trading, indicating minor downside pressure."
2443,2015-04-08,ADP,Neutral,"The news discusses a potential acquisition by AbbVie related to Alzheimer's and Parkinson's, but does not directly impact ADP or provide a clear sentiment."
2444,2015-04-08,BIDU,Bullish,"The news reports a 3.3% increase in Baidu's stock price for the day, indicating positive market performance."
2445,2015-04-08,QCOM,Bullish,"The news announces an increase in Qualcomm's quarterly dividend by 14%, reflecting a positive signal for investors."
2446,2015-04-08,QCOM,Neutral,The news discusses Intel's reporting changes without providing specific positive or negative information about Qualcomm.
2447,2015-04-08,QCOM,Neutral,The news speculates on Microsoft's potential open-source strategy without directly impacting Qualcomm or providing a clear sentiment.
2448,2015-04-08,GILD,Bullish,"The news highlights Gilead's efforts to gain approval for an HIV treatment, indicating a positive regulatory development."
2449,2015-04-09,CMCSA,Neutral,"The news discusses Fox News' growth in cable news, but does not provide specific positive or negative information about Comcast."
2450,2015-04-09,CMCSA,Slightly Bearish,"The news mentions Comcast filing a complaint leading to DIRECTV dropping a campaign, suggesting minor negative publicity for Comcast."
2451,2015-04-09,EA,Neutral,"The news discusses Mark Pincus' return as CEO of Zynga, but does not mention Electronic Arts (EA) or provide relevant sentiment."
2452,2015-04-09,BIDU,Bullish,"The news reports a 3.1% increase in Baidu's stock price for the day, indicating positive market performance."
2453,2015-04-09,TSCO,Slightly Bullish,"The news lists Tractor Supply Company as a better-ranked stock in the retail space, suggesting a slightly positive outlook."
2454,2015-04-09,MNST,Slightly Bullish,"The news lists Monster Beverage as a better-ranked beverage stock, indicating a slightly positive outlook for the company."
2455,2015-04-09,QCOM,Bearish,"The news highlights Qualcomm's stock decline and trader expectations of a poor earnings report, indicating negative sentiment."
2456,2015-04-09,BIIB,Bullish,"The news reports a 1.7% increase in Biogen's stock price, reflecting positive market performance for the day."
2457,2015-04-09,TCOM,Neutral,The news discusses options trading for Ctrip.com (now TCOM) without providing a clear positive or negative catalyst for the stock.
2458,2015-04-09,TMUS,Neutral,The news mentions T-Mobile as a competitor to AT&T but lacks specific positive or negative information about T-Mobile itself.
2459,2015-04-09,QCOM,Slightly Bullish,The news suggests that Intel's potential acquisition of Altera could indirectly benefit Qualcomm's competitive positioning in data centers.
2460,2015-04-09,DISH,Slightly Bullish,"The news highlights DISH Network's expansion of services with HBO on Sling TV, indicating a positive development for the company."
2461,2015-04-09,MU,Slightly Bullish,The mention of a 'buy range' recommendation by Zacks suggests a slightly positive outlook for MU despite a minor price drop in after-hours trading.
2462,2015-04-09,BIDU,Bullish,"BIDU crossing above its 200-day moving average is a positive technical indicator, signaling potential upside momentum."
2463,2015-04-09,EBAY,Bullish,Carl Icahn's significant stake and increased position in EBAY reflect strong confidence in the company's value and growth potential.
2464,2015-04-09,GILD,Slightly Bullish,GILD's pursuit of approval for a fixed-dose combination HIV treatment in the U.S. indicates potential positive developments for the company.
2465,2015-04-09,GILD,Neutral,"The intense competition in the HCV market balances out the positive news of FDA Breakthrough Therapy designations for a competitor, leaving GILD's outlook mixed."
2466,2015-04-09,COST,Slightly Bearish,COST's stock price decline of 1.6% and mention of an ETF outflow suggest a slightly negative sentiment despite stable core sales.
2467,2015-04-09,ADP,Slightly Bullish,ADP's declaration of a regular quarterly dividend with a 5.6% increase over the previous year reflects a positive signal for investors.
2468,2015-04-09,AMGN,Neutral,"AMGN is mentioned alongside other favorably placed health care stocks, but there is no specific positive or negative catalyst for the company."
2469,2015-04-09,ADSK,Slightly Bullish,ADSK's improved analyst ranking and a 3.6% year-to-date stock price gain indicate a slightly positive outlook.
2470,2015-04-09,INCY,Slightly Bearish,The potential for a competitor's drug to surpass INCY's Jakafi as the standard of care introduces a slight downside risk.
2471,2015-04-09,AMGN,Bullish,AMGN's stock price increase of 1.9% alongside other biotech gains reflects a positive market sentiment toward the company.
2472,2015-04-09,AMGN,Neutral,"AMGN is listed among better-ranked health care stocks, but no specific positive or negative news is provided for the company."
2473,2015-04-09,COST,Bearish,"COST is highlighted as a significant drag on retail sales for the month, indicating a negative impact on overall performance."
2474,2015-04-10,NTES,Bullish,NTES's 7.8% stock price increase over the last 5 trading sessions signals strong positive momentum compared to peers.
2475,2015-04-10,ADP,Slightly Bullish,ADP's consistent quarterly dividend with a 20% increase from the previous year suggests a positive outlook for shareholders.
